From,To,Est,SD,Year
cobb county,forsyth county,1386,250.478214747649,2019
cobb county,fayette county,261,116.119754895148,2019
cobb county,cherokee county,4515,533.178141586622,2019
cobb county,rockdale county,102,51.6763307125004,2019
cobb county,outside,30515,1211.55348321387,2019
fulton county,clayton county,7574,780.616572174712,2019
fulton county,cobb county,9598,680.30369490927,2019
fulton county,dekalb county,13874,865.122571810448,2019
fulton county,gwinnett county,5309,524.666745939857,2019
fulton county,henry county,1044,359.910444491768,2019
fulton county,douglas county,1279,275.404444856032,2019
fulton county,forsyth county,3439,331.944430223826,2019
fulton county,fayette county,767,186.642747396913,2019
fulton county,cherokee county,1601,317.353466257944,2019
fulton county,rockdale county,344,141.045985003531,2019
fulton county,outside,51894,1525.69562042057,2019
dekalb county,clayton county,2696,443.20053046368,2019
dekalb county,cobb county,3553,365.990012810885,2019
dekalb county,fulton county,12546,657.809292128535,2019
dekalb county,gwinnett county,9041,1000.69694532677,2019
dekalb county,henry county,1239,279.660142679414,2019
dekalb county,douglas county,431,128.886848365295,2019
dekalb county,forsyth county,947,212.176934337208,2019
dekalb county,fayette county,135,45.5967623933827,2019
dekalb county,cherokee county,279,111.864057071766,2019
dekalb county,rockdale county,1615,470.55858789971,2019
dekalb county,outside,26923,1310.56598691278,2019
gwinnett county,clayton county,1070,304.586372787797,2019
gwinnett county,cobb county,1898,369.029796970444,2019
gwinnett county,fulton county,5067,418.882257187209,2019
gwinnett county,dekalb county,7019,788.520010989565,2019
gwinnett county,henry county,1069,383.620760936326,2019
gwinnett county,douglas county,281,93.0173952825007,2019
gwinnett county,forsyth county,1993,282.699926838973,2019
gwinnett county,fayette county,83,58.3638558635299,2019
gwinnett county,cherokee county,473,147.73351015456,2019
gwinnett county,rockdale county,686,172.051783431031,2019
gwinnett county,outside,34534,1338.37233104021,2019
henry county,clayton county,1872,311.881854770738,2019
henry county,cobb county,758,166.580171943825,2019
henry county,fulton county,853,162.932430952354,2019
henry county,dekalb county,692,161.716517288531,2019
henry county,gwinnett county,495,184.210920069266,2019
henry county,douglas county,163,92.409438450589,2019
henry county,forsyth county,97,48.0285897210298,2019
henry county,fayette county,442,159.892646792795,2019
henry county,cherokee county,146,107.608359248383,2019
henry county,rockdale county,55,31.613755259412,2019
henry county,outside,9216,763.095781226343,2019
douglas county,clayton county,370,175.699524422501,2019
douglas county,cobb county,1431,348.967221517356,2019
douglas county,fulton county,774,173.875653926766,2019
douglas county,dekalb county,114,51.0683738805886,2019
douglas county,gwinnett county,126,67.4832083422064,2019
douglas county,henry county,13,12.7670934701472,2019
douglas county,forsyth county,11,10.3352661425001,2019
douglas county,fayette county,57,40.7331077380886,2019
douglas county,cherokee county,51,36.4774099147062,2019
douglas county,rockdale county,59,38.9092372423532,2019
douglas county,outside,7168,794.034215553415,2019
forsyth county,clayton county,14,10.9432229744119,2019
forsyth county,cobb county,756,131.318675692942,2019
forsyth county,fulton county,2364,396.995811238385,2019
forsyth county,dekalb county,114,40.1251509061768,2019
forsyth county,gwinnett county,1657,392.132156583091,2019
forsyth county,henry county,0,18.8466617892649,2019
forsyth county,douglas county,0,18.8466617892649,2019
forsyth county,fayette county,16,15.1989207977942,2019
forsyth county,cherokee county,567,308.234113779267,2019
forsyth county,rockdale county,0,18.8466617892649,2019
forsyth county,outside,8320,606.304896736214,2019
fayette county,clayton county,802,260.813480890149,2019
fayette county,cobb county,586,191.506402052207,2019
fayette county,fulton county,1070,209.137150177649,2019
fayette county,dekalb county,289,94.2333089463243,2019
fayette county,gwinnett county,192,89.9776111229419,2019
fayette county,henry county,357,184.818876901178,2019
fayette county,douglas county,128,138.614157675883,2019
fayette county,forsyth county,97,62.0115968550005,2019
fayette county,cherokee county,203,132.534589356766,2019
fayette county,rockdale county,0,0,2019
fayette county,outside,5832,545.397596135499,2019
cherokee county,clayton county,140,58.3638558635299,2019
cherokee county,cobb county,3143,353.83087617265,2019
cherokee county,fulton county,1476,232.239509790296,2019
cherokee county,dekalb county,187,55.324071703971,2019
cherokee county,gwinnett county,356,115.511798063236,2019
cherokee county,henry county,158,104.568575088824,2019
cherokee county,douglas county,29,24.3182732764708,2019
cherokee county,forsyth county,299,75.9946039889712,2019
cherokee county,fayette county,101,65.6593378464711,2019
cherokee county,rockdale county,34,30.3978415955885,2019
cherokee county,outside,10290,809.572538677249,2019
rockdale county,clayton county,167,74.1707334932359,2019
rockdale county,cobb county,150,74.1707334932359,2019
rockdale county,fulton county,594,261.421437722061,2019
rockdale county,dekalb county,1078,292.427236149561,2019
rockdale county,gwinnett county,680,227.375855135002,2019
rockdale county,henry county,898,303.370459123973,2019
rockdale county,douglas county,58,31.0057984275002,2019
rockdale county,forsyth county,18,15.806877629706,2019
rockdale county,fayette county,0,0,2019
rockdale county,cherokee county,2,2.43182732764708,2019
rockdale county,outside,3871,482.79237341474,2019
outside,clayton county,12631,962.047457344533,2019
outside,cobb county,36562,1575.40185949923,2019
outside,fulton county,56668,1971.78359149606,2019
outside,dekalb county,37495,1654.38258231786,2019
outside,gwinnett county,40464,2059.56537338847,2019
outside,henry county,9495,897.475462830441,2019
outside,douglas county,5674,608.760931017881,2019
outside,forsyth county,9683,800.262193946385,2019
outside,fayette county,5900,578.236305045005,2019
outside,cherokee county,8225,697.579799709678,2019
outside,rockdale county,5443,732.283436207339,2019
clayton county,cobb county,1385,242.574775932796,2020
clayton county,fulton county,6360,797.03140663633,2020
clayton county,dekalb county,1692,465.694933244415,2020
clayton county,gwinnett county,320,97.8810499377949,2020
clayton county,henry county,3219,617.684141222358,2020
clayton county,douglas county,1236,397.603768070297,2020
clayton county,forsyth county,147,101.528790929265,2020
clayton county,fayette county,728,206.705322850002,2020
clayton county,cherokee county,1,1.21591366382354,2020
clayton county,rockdale county,573,310.057984275002,2020
clayton county,outside,6571,535.957999113175,2020
cobb county,clayton county,1494,369.029796970444,2020
cobb county,fulton county,7352,660.849076288093,2020
cobb county,dekalb county,2210,247.43843058809,2020
cobb county,gwinnett county,1547,286.955624662355,2020
cobb county,henry county,118,54.7161148720593,2020
cobb county,douglas county,2293,439.552789472209,2020
cobb county,forsyth county,1335,306.410243283532,2020
cobb county,fayette county,144,73.5627766613241,2020
cobb county,cherokee county,5817,692.462831547505,2020
cobb county,rockdale county,194,107.000402416471,2020
cobb county,outside,33134,1507.51658814057,2020
fulton county,clayton county,7292,882.145363103977,2020
fulton county,cobb county,10929,747.178946419565,2020
fulton county,dekalb county,14205,810.406456938389,2020
fulton county,gwinnett county,4421,435.297091648827,2020
fulton county,henry county,1947,604.309090920299,2020
fulton county,douglas county,1619,324.648948240885,2020
fulton county,forsyth county,3851,493.660947512357,2020
fulton county,fayette county,1477,464.479019580592,2020
fulton county,cherokee county,1499,281.484013175149,2020
fulton county,rockdale county,302,117.335668558972,2020
fulton county,outside,50098,1551.87992638309,2020
dekalb county,clayton county,2400,409.762904708533,2020
dekalb county,cobb county,3650,622.547795877652,2020
dekalb county,fulton county,14716,1377.02222428016,2020
dekalb county,gwinnett county,7053,796.423449804418,2020
dekalb county,henry county,1056,279.052185847502,2020
dekalb county,douglas county,488,122.807280046177,2020
dekalb county,forsyth county,1065,274.188531192208,2020
dekalb county,fayette county,118,37.0853667466179,2020
dekalb county,cherokee county,248,115.511798063236,2020
dekalb county,rockdale county,2247,643.826284994564,2020
dekalb county,outside,27709,1311.89632558771,2020
gwinnett county,clayton county,941,285.739710998532,2020
gwinnett county,cobb county,2324,448.064185118974,2020
gwinnett county,fulton county,6416,766.02560820883,2020
gwinnett county,dekalb county,6034,644.434241826476,2020
gwinnett county,henry county,870,234.671337117943,2020
gwinnett county,douglas county,430,208.529193345737,2020
gwinnett county,forsyth county,1685,232.847466622208,2020
gwinnett county,fayette county,137,89.9776111229419,2020
gwinnett county,cherokee county,172,80.2503018123536,2020
gwinnett county,rockdale county,741,178.131351750148,2020
gwinnett county,outside,34343,1460.00121177466,2020
henry county,clayton county,1639,305.194329619708,2020
henry county,cobb county,1055,182.995006405443,2020
henry county,fulton county,809,166.580171943825,2020
henry county,dekalb county,771,238.319078109414,2020
henry county,gwinnett county,655,201.841668194707,2020
henry county,douglas county,90,62.6195536869123,2020
henry county,forsyth county,72,35.2614962508826,2020
henry county,fayette county,358,147.125553322648,2020
henry county,cherokee county,177,126.455021037648,2020
henry county,rockdale county,79,31.0057984275002,2020
henry county,outside,8853,752.203296827813,2020
douglas county,clayton county,259,142.261898667354,2020
douglas county,cobb county,1679,348.967221517356,2020
douglas county,fulton county,902,285.13175416662,2020
douglas county,dekalb county,154,61.4036400230887,2020
douglas county,gwinnett county,304,215.216718496766,2020
douglas county,henry county,52,32.8296689232355,2020
douglas county,forsyth county,72,43.7728918976474,2020
douglas county,fayette county,53,26.1421437722061,2020
douglas county,cherokee county,213,169.619956103384,2020
douglas county,rockdale county,0,0,2020
douglas county,outside,8151,1019.40728806305,2020
forsyth county,clayton county,28,20.6705322850002,2020
forsyth county,cobb county,739,147.73351015456,2020
forsyth county,fulton county,2403,468.126760572063,2020
forsyth county,dekalb county,249,97.8810499377949,2020
forsyth county,gwinnett county,1591,321.609164081326,2020
forsyth county,henry county,0,0,2020
forsyth county,douglas county,18,18.8466617892649,2020
forsyth county,fayette county,31,23.1023596126472,2020
forsyth county,cherokee county,748,248.046387420002,2020
forsyth county,rockdale county,0,0,2020
forsyth county,outside,8602,681.647045236076,2020
fayette county,clayton county,672,156.852862633237,2020
fayette county,cobb county,527,134.966416684413,2020
fayette county,fulton county,953,172.051783431031,2020
fayette county,dekalb county,292,89.3696542910301,2020
fayette county,gwinnett county,232,108.216316080295,2020
fayette county,henry county,342,120.983409550442,2020
fayette county,douglas county,135,138.006200843972,2020
fayette county,forsyth county,148,106.39244558456,2020
fayette county,cherokee county,188,136.790287180148,2020
fayette county,rockdale county,0,0,2020
fayette county,outside,5300,486.932814313012,2020
cherokee county,clayton county,137,55.9320285358828,2020
cherokee county,cobb county,3465,689.423047387947,2020
cherokee county,fulton county,1431,236.495207613678,2020
cherokee county,dekalb county,205,82.6821291400007,2020
cherokee county,gwinnett county,204,66.8752515102946,2020
cherokee county,henry county,0,0,2020
cherokee county,douglas county,21,17.6307481254413,2020
cherokee county,forsyth county,285,103.352661425001,2020
cherokee county,fayette county,101,65.0513810145593,2020
cherokee county,rockdale county,91,68.0911651741182,2020
cherokee county,outside,11673,877.381554304698,2020
rockdale county,clayton county,176,78.4264313166183,2020
rockdale county,cobb county,123,51.6763307125004,2020
rockdale county,fulton county,479,148.949423818384,2020
rockdale county,dekalb county,1132,302.762502292061,2020
rockdale county,gwinnett county,373,147.125553322648,2020
rockdale county,henry county,790,278.44422901559,2020
rockdale county,douglas county,48,27.3580574360296,2020
rockdale county,forsyth county,15,15.1989207977942,2020
rockdale county,fayette county,0,0,2020
rockdale county,cherokee county,1,1.21591366382354,2020
rockdale county,outside,4093,549.695525570246,2020
outside,clayton county,11376,981.003107590178,2020
outside,cobb county,35231,1507.54968695116,2020
outside,fulton county,58047,2069.82785150816,2020
outside,dekalb county,37199,1747.31341473967,2020
outside,gwinnett county,40275,2176.01908161169,2020
outside,henry county,9222,898.60996802529,2020
outside,douglas county,6067,740.07376991551,2020
outside,forsyth county,9602,792.793425148437,2020
outside,fayette county,6029,518.012757227938,2020
outside,cherokee county,8917,911.626961644695,2020
outside,rockdale county,5689,711.800106386897,2020
